"ratingDate","partial_entry"
"Diulas pada 19 Mei 2019","Menyusuri pintu demi pintu, melihat sejarah, bergabung dengan rombongan yang menggunakan guide. Dijelaskan sejarah dari bangunan ini. Berfoto - foto, karena banyak spot gedung yang cantik dan terkesan mistis. Hal yang paling saya suka ada pertunjukan keroncong di halaman tengah. Saya menyaksikan bahkan ada beberapa teman yang berjoged menikmati alunan musik."
"",""
"Diulas pada 17 Mei 2019","well, kalau ditanya berhantu atau ga tergantung keyakinan masing2. beberapa kali saya ke lawang sewu karena ada event, sekarang kondisinya sudah tidak seseram dulu, banyak cahaya masuk, banyak lampu2, bersih terawat.. kita bisa lihat foto2 jadul, bisa naik kereta jadul, pokoknya keren deh buat foto2 bertema jadul.. tapi masih ada beberapa ruangan yg dikunci rapat & ga blh dimasuki pengunjung.. yg pasti selama kita tidak dengan sengaja mengganggu atau menyalahi prosedur, kita ga akan diganggu atau ngeliat yg aneh2.. tapi kalau pengen nyari hantu silakan salahi prosedur yg berlaku. hehe.."
"Diulas pada 10 Mei 2019","Gedung beesejarah yang indah, bersih, dikelola dengan baik dan terawat.Instagramable.....indah sekali dipake foto, bagi yg doyan foto2.Tampak indah dari luar, dari dalam pun lebih indah.....pintu2 dan jendela yg berjejer sangat indah di abadikan."
"Diulas pada 9 Mei 2019","Belanda telah merancang dan membangun bangunan yg sesuai dng iklim tropis dan bahan yg sesuai standard. Sehingga bisa bertahan ratusan tahun, beda dengan kualitas bangunan sekarang"
"Diulas pada 8 Mei 2019","Lawang Sewu penuh nilai hystory, jalan jalan kesana kaya balik ke masa lalu, gedung ini sangat megah dijamannya, arsiteknya keren,kesan serem... Terhapus karena pas kesana ada banyak sekali wisatawan yg berkunjung, trus juga ada pagelaran musik, kagum banget dengan arsitek dan peninggalan di Lawang Sewu yang masih terjaga dengan baik. Informasi sejarah bisa kita gali dari peninggalan benda bersejarah, info dan poster yang terpampang, keren abiiss pokoknya"
"Diulas pada 8 Mei 2019","Untuk kalian kalian para wisatawan asing atau domestik yg ingin berkunjung ke semarang, kurang afdol kalau belum mampir ke lawang sewu"
"Diulas pada 6 Mei 2019","Lawang sewu yang berarti pula pintu seribu merupakan bangunan peninggalan belanda yang sangat eksotik. Berada di tengah kota Semarang, lawang sewu menjadi icon utama di kota ini. Arsitektur kuno yang sangat instagramable untuk di abadikan, dulunya bangunan ini merupakan gedung perkantoran PT.Kereta Api pada masanya. Sekarang hanya gedung kosong yang di manfaatkan untuk tujuan pariwisata, dan terkadang di manfaatkan untuk event event tertentu seperti pameran lukisan, bazar, maupun pagelaran musik jazz lawang sewu. Tempat yang wajib dikunjungi bila singgah di kota Semarang."
"",""
"Diulas pada 30 April 2019","Keren kalo malam lampu menyala... Hanya banyak rungan yg benar2 kosong.... Jam buka sampai jam 9 malamHanya kalo malam tanda atau alurnya ga begitu jelas"
"Diulas pada 28 April 2019","kondisi bangunan masih bagus, terawat dan terjaga dengan baik. bangunan arsitekturnya bagus dan bernilai seni tinggi. Enak buat foto foto"
"Diulas pada 15 April 2019","Kunjungan kedua di lawang sewu. Sangat unik dan banyak spot foto ala jaman dulu. Mungkin lebih baik jika disediakan tempat untuk org beli minuman krn mengingat cuaca di semarang panas terik"
"Diulas pada 14 April 2019","Saya sebenarnya sudah dua kali ke tempat ini namun kunjungan yang kali ini saya hanya ingin mengambil spot foto karena bangunannya sudah di perbarui"
"Diulas pada 11 April 2019","Sayang cagar budaya kurang natural dan agak sedikit berbeda dengan yang pernah aku kunjungi tapi disana sekarang bisa belajar mengenal sejarah PT.KAI dari mula hingga sekarang"
"Diulas pada 8 April 2019","Mohon maaf sebenarnya tempat ini bagus dikunjungi karena sangat bersejarah dan memiliki bentuk bangunan yang indah (saya katakan begitu) arsitekturnya.Namun jumlah guide yang memandu saya rasa kurang. Terimaksih saya haturkan"
"",""
"Diulas pada 3 April 2019","Saya kira lawang sewu itu seperti apa ternyata hanya bangunan yang dibangun pada jaman belanda yang memiliki 1000 pintu (katanya,soalnya ga ngitung) disana hanya ruangan yang berisikan gambar atau tulisan saja. Ada sebagian lantai yang tidak bisa dilihat. Tiket maauk hanya 10k utk dewasa atau mahasiswa. Tersedia penjual makanan dan souvenir disana. Pada saat saya datang ada semacam live musik yng memainkan lagu daerah dengan alat musik daerah juga. Katanya lebih baik datang pada saat malam hari karena disana cuacanya lumayan panas diatas rata2 cuaca di kota lainnya."
"Diulas pada 3 April 2019","Selalu suka bangunan lama... kemarin datang di malam hari, lampunya cantik, tapi memang kurang terang. Bangunannya besar dan menarik untuk dijelajahi. Kalau mau foto malam malam mungkin harus pakai kamera, kamera hp standar aga susah dapat foto bagus."
"Diulas pada 3 April 2019","Lama gak pulkam liat tugumuda new,instagramable bgt skrng👍👍👍👍.adem,bisa ngehibur anak istri.piknik murah meriah"
"Diulas pada 18 Maret 2019","Konsep nya Bagus dalam menjaga nilai sejarah namun pengelolaan dan manajemen pengelolaan tempat wisata menurut saya perlu dikemas dengan lebih baik sehingga tidak membosankan dan terlalu banyak ruang kosong. Beberapa info dari masyarakat menyatakan bahwa tempat ini terkadang juga digunakan untuk “uji nyali, penampakan”... tentu hal ini tidak sesuai dengan misi dibuka nya obyek wisata ini. Jika dibiarkan bukan tidak mungkin image turis akan digiring ke persepsi ini Yang tentu kurang baik. Akan lebih baik jika ruang2 tidak dibiarkan terlalu banyak kosong, tetapi di Isi dengan berbagai peninggalan sejarah itu dan dikemas secara lebih modern menggunakan teknologi atau kreativitas seni, sehingga pengunjung tidak boring dan mampu membayangkan peninggalan sejarah gedung ini."
"Diulas pada 3 Maret 2019","Tampilan depan Lawang Sewu mengembalikan kita ke masa lalu, proset tiket yg teratur dan tidak memakan waktu lama, lebih baik datang lebih awal di pagi hari untuk menghindari antrean tiket dan lebih leluasa mengeksplore dalam. Kira2 perlu waktu sekitar 2jam utk perjalanan santai di dalan."
"Diulas pada 26 Februari 2019","Lawang Sewu bangunan jaman Belanda masa lalu. Megah berdiri seolah berjendela 1000. Awalnya mungkin difungsikan sebagai penjara masa lalu. Terutama bagian bawah tanahnya. Memang cukup seram seiring dengan cerita2 yang beredar. Namun sekarang bangunan itu menjadi lebih ramah, banyak event terselenggara disana. Bersih dan terurus. Megah meski masa telah berganti dan zaman telah berlalu."
"",""
"Diulas pada 24 Februari 2019","Ini merupakan bangunan bersejarah yang memiliki aura yang berbeda.. kolonial mistis yg sangat terasa ditempat ini.."
"Diulas pada 20 Februari 2019","setelah diambil alih pengelolaannya oleh PT KAI langsung dan dijadikan museum perkereta apian di kota semarang Gedung lawang sewu ini semakin hilang kesan horor dan mistisnya. banyak spot foto yang bisa dinikmati walaupun beberapa area sekarang menjadi tertutup untuk umum."
"Diulas pada 16 Februari 2019","Baru sekali masuk sini.. dan ternyata semua sudut bisa jadi objek foto yang bagus. Ada foto2 yang menceritakan kota Semarang."
"Diulas pada 15 Februari 2019","Untuk travelers yang suka jalan2 ke tempat2 yg sedikit lebih menantang (mistis) dan bersejarah, bisa dicoba kesini, kalau yang nyaman siang hari, kalau mau yang menantang sore agak ke malam.."
"Diulas pada 14 Februari 2019","Gedung ini berada di tengah kota Semarang.  Dekat dengan tempat oleh-oleh, mall, dan berada di jalan protokol. Masuk berbayar per orang. Ada jasa guide. Bawa mobil parkir di mall terdekat dan jalan kaki tidak sampai 100m. Buka sampai malam jam 20.00 ada galeri foto dan pemutaran video."
"Diulas pada 13 Februari 2019","sudah sering main sini,dgn tiket 10rb saja bisa keliling sepuasnya,,tapi ya itu tadi Lawang sewu menjadi menarik bila ada event2 yg diselenggarakan disini,,selebihnay sih hanya menikmati bangunan2 kuno, foto2 dan gathering sama teman2. sayang susah parkirnya."
"",""
"Diulas pada 13 Februari 2019","Setelah sekian lama saya tidak main ke lawang sewu sekarang lawang sewu memiliki perubahan yang sitnifikan seperti cat,dan kebersihan serta lampu yang sangat terang,jadi tamu atau wisatawan yang akan berkunjung ke lawang sewu tidak seperti yang di fikirkan.Ternyata lawang sewu juga memiliki tour gate yang baik dan sangat ramahDan biaya tour gate sangat murahYang saya kesal kenapa parkir di sekitaran lawang sewu susah dan mahal."
"Diulas pada 2 Februari 2019","salah satu ikon kota semarang yang sangat ikonik dengan furnitur khas jam dulu yang apik dan masih terawat"
"Diulas pada 31 Januari 2019","Eksotiknya lawang sewu cocok dinikmati menjelang senja hari. Jika cuaca cerah akan tampak perpaduan langit yg semburat berwarna jingga dan lampu kuning disekitar gedung dinyalakan. Banyak orang mengabadikan dengan foto selfi sekitar lawang sewu... habis itu kita dapat berkeliling mulai dari gedung utama melalui lorongnya. Bangunan kuno yang sangat menarik ...bagi pecinta selfie."
"Diulas pada 22 Januari 2019","Bagus... Kesan seram nya sudah tidak ada. Dan ada sejarah perkembangan kereta api yg Bisa membuat kita jadi tahu perkeretaan api indonesia"
"Diulas pada 18 Januari 2019","Gedung dengan arsitektur yang luar biasa. Salah satu ikon kota semarang yang menjadi destinasi wisata kota ini."
"Diulas pada 17 Januari 2019","Nah, kalau udh sampai di semarang ga pas kalau ga ke Lawang Sewu. Disini anda akan mempelajari sejarah dari Gedung tersebut, kalau kesini sih ada baiknya malam hari biar makin greget. Hehe"
"",""
"Diulas pada 17 Januari 2019","berkunjung ke Lawang Sewu kita dibawa ke suasana jaman penjajahan. kita dikenalkan dengan sejarah perkereta apian di Jawa dan terutama asal muasal kata Sepur yang disadur dari bahasa belanda Sephore. dan tempat yang ok untuk foto2 walau  sdh teramat biasa tapi tidak salah untuk mencoba."
"Diulas pada 16 Januari 2019","Landmark nya semarang yang wajib banget didatangi kalo semarang... lokasinya sangat mudah di akses krn ditengah kota"
"Diulas pada 13 Januari 2019","Lawang sewu merupakan salah satu bangunan bersejarah yang terkenal di semarang. Jam buka pukul 7 pagi sampai malam. Bangunan bersejarah yang cukup bagus dan indah karena telah dipugar. Banyak tempat spot foto bagus, walaupun demikian sudah tidak bisa foto dikaca patri yang terkenal itu.Didalam lawang sewu juga ada sejarah mengenai bidang kereta api di indonesia, dan ada miniatur kereta warna hitam didekat pintu keluar. Tempat yang sangat direkomendasikan untuk tujuan wisata, namun sangat padat kalau weekend karena banyak study tour sekolah maupun study tour umum dari sekitar semarang ataupun dari luar kota.Overall recommended place!"
"Diulas pada 10 Januari 2019","Lawang sewu semakin horror jka qt berkunjung mlm hari,sensasi mistis srasa mantep walo sdah bnyak lmpu pnerangan nmun kesan horornya msih mlekat stiap qt ke lwang sewu"
"Diulas pada 4 Januari 2019","Tiket masuk dewasa 10 ribu, khusus pelajar 5 ribu menunjukkan kartu pelajar. Ruangan banyak yg kosong tdk terisi apapun,perlu perawatan dan penyegaran agar lebih menarik untuk dikunjungi."
"Diulas pada 28 Desember 2018","Selama ke semarang baru kali ini menyempatkan mampir masuk ke lawang sewu, biasanya hanya lihat dari luar saja. Ternyata bagus juga di dalamnya lawang sewu. Tempatnya keren buat foto-foto."
"",""
"Diulas pada 26 Desember 2018","Lepas dari Candi Borobudur, berakhir pula waktu sewa sepeda motor yang kupakai. Kurang lebih pukul 14.00 WIB tiba kembali di Yogyakarta.""Sepanjang Jalan Magelang-Yogyakarta, empat kali kuhitung hampir nabrak orang karena mengantuk, ini ngak boleh ditiru siapapun. Saat mengendarai usahakan jangan sampai ngantuk karena fatal akibatnya"".Sepeda motor kutepikan dan mencoba istirahat sejenak, tak lama kulanjutkan lagi perjalanan hingga sampai disuatu rumah makan dekat Dengan Kampus Universitas Pembangunan Nasional (UPN) Yogyakarta.""Sambil makan, ada temanku sempat bercerita tentang lawang sewu yang ada di Semarang, tau rencanaku, kata ia disana banyak hantu,"".Rasa penasaranku mulai membuncah, benar dan tidaknya cerita mistis di Lawang sewu harus dibuktikan dengan melihat langsung pada tempatnya.Selesai makan aku diantarnya ke Halte trans Jogja untuk melanjutkan perjalanan ke Semarang melalui terminal Jombor.Tiga jam berlalu pasca berangkat dari terminal Jombor, sampailah di Terminal bayangan Sukun Semarang. Jaraknya ke kota kira kira sepanjang 8,5 KM. Karena baru menginjakan kaki dan belum faham daerah Semarang, ojek online jadi solusi untuk mengantar kemana saja dengan tarif yang menyesuaikan.Lagi lagi, lelahku belum pulih karena kemarin kurang tidur, ah payah. Barusaja sampai di Semarang belum apa apa sudah tumbang, gumamku.Gagal sudah rencana memotret suasana malam Semarang. Ditambah, hujan deras disertai petir terus menerjang hingga pagi.""Kembali kubuat jadwal alarm supaya bisa menikmati sunrise. Namun nasib sama kembali menimpa, kesiangan !.Bersama cuaca pagi yang masih mendung, kenyataan hantu di lawang sewu harus difaktakan. Sesampainya di Lawang sewu, ternyata jadwalnya kepagian. Terlalu semangant mungkin. Karena jam buka museum pukul 07.00 WIB, sementara kedatanganku kesana sekitar pukul 06.30, terpaksa harus sedikit berkeliling untuk mendapatkan secangkir kopi di warung.Lawang Sewu, pada jaman dulunya merupakan bangunan bekas kantor Nederland-Indische  Maatschappij (NIS) yang dibangun pada tahun 1904 dan berakhir pada tahun 1907 dengan arsitek C.G. Citroen .Pasca Kemerdekaan, bangunan megah berlantai dua ini juga pernah digunakan sebaga Kantor Djawatan Kereta Api Repoeblik Indonesia (DKARI) atau PT. KAI sekarang.Bangunan yang disebut Lawang Sewu karena memiliki pintu banyak, ini juga pernah dijadikan sebagai kantor Badan Prasarana Komando Daerah IV Diponegoro dan Kantor Wilayah Perhubungan Jawa Tengah.Pada masa perjuangan, Gedung yang terletak di jalan Pemuda, Semarang Jawa Tengah ini juga memiliki sejarah tersendiri karena pernah dijadikan tempat peristiwa perang lima hari antara Angkatan Muda Kereta api melawan Kempetai dan Kidobutai Jepang pada pertengahan Oktober 1945.""Tidak ada hantu seperti yang diceritakan temanku, kalau sudut sudut bangunan yang relatif gelap  itu banyak. Namun saya tidak menemukan hantu. Dan sudah bisa disimpulkan bahwa cerita hantu itu palsu,""."
"Diulas pada 19 Desember 2018","Menyenangkan menghabiskan waktu sama teman2 di sini, tempat lumayan bersih, waktu berkeliling ditemani sama pemandu, jadinya enak dapat informasi yang cukup jelas, terus pemandunya udah tau betul spot2 yang bagus buat difoto 😁"
"Diulas pada 12 Desember 2018","Udah nggak asing lagi dong yah dengan Lawang Sewu ini, atau Gedung dengan Seribu Pintu.Lokasinya juga strategis banget jadi musah untuk kesini.Ohiya, HTM-nya Rp. 10ribu/orang. Sebanding kok dengan ornamen gedung tua dan sejaranya. Walau agak serem hehe"
"Diulas pada 12 Desember 2018","Lawang sewu adalah bangunan bersejarah dari masa belanda yang berada di semarang. kalian bisa melihat banyak pintu yang apik, instagramable :) cukup 10 rb aja tiket masuk ke lawang sewu"
"Diulas pada 12 Desember 2018","salah satu warisan kolonial, bekas kantor manajeman NISM, para masa Jepang menjadi tempat penjara untuk orang2 yg melawan Jepang"
"Diulas pada 12 Desember 2018","tidak seangker yang anda bayangkan. Banyak sekali spot untuk berfoto.karena berada tepat di jantung kota Semarang, anda bisa mengunjungi museum mandala dan kota lama. di atapnya kita bisa foto dengan background tugu muda.Tidak akan terlupakan!"
"",""
"Diulas pada 12 Desember 2018","Sejarah yang panjang yg Alhamdulillah masih terjaga sehingga kami masih. Bisa menyaksikannya, dengan sejarah kita akan tahu apa sebenarnya yg terjadi di massa lalu , semoga semua arwahnya yang dalam maassa tragedi itu di terima dan ampuni dosa2xnya"
"Diulas pada 10 Desember 2018","lawang sewu bagus untuk nambahin pengetahuan sejarah, tempatnya juga bersih dan sejuk, banyak spot foto juga"
"Diulas pada 7 Desember 2018","Walaupun gedung ini terkenal dengan keangkerannya, tapi sebenarnya gedung ini amat sangat bagus untuk pengetahuan.Dari segi bangunan yang termasuk lama tapi masih bagus dan rapi. Arsitekturnya sangat luar biasa. Sebaiknya bila berkunjung kesini menyewa guide untuk penjelasan - penjelasannya. Guide nya tidak mahal lebih ke sukarela, bahkan para guide ini bisa mengambil gambar kita sehingga foto yang dihasilkan bagus sekali. Waktu yang tepat untuk berkunjung adalah jam 3 atau jam 4 sore, karena disaat lampu gedung dinyalakan akan terlihat megah sekali gedung ini."
